uid,title,types,sourceTypes,source,names,links,citations,identifiers,keywords
WOS:A1971J747500003,EXTENDED INDUSTRIAL REVOLUTION AND CLIMATE CHANGE,['Article'],['Article'],"{'sourceTitle': 'TRANSACTIONS-AMERICAN GEOPHYSICAL UNION', 'publishYear': 1971, 'volume': '52', 'issue': '7', 'pages': {'range': '500-&', 'begin': '500', 'end': '&', 'count': 0}}","{'authors': [{'displayName': 'FRISKEN, WR', 'wosStandard': 'FRISKEN, WR', 'researcherId': 'CPK-4346-2022'}]}","{'record': 'https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=systematicreviewapplication&SrcAuth=WosAPI&KeyUT=WOS:A1971J747500003&DestLinkType=FullRecord&DestApp=WOS_CPL', 'references': 'https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=systematicreviewapplication&SrcAuth=WosAPI&KeyUT=WOS:A1971J747500003&DestLinkType=CitedReferences&DestApp=WOS', 'related': 'https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=systematicreviewapplication&SrcAuth=WosAPI&KeyUT=WOS:A1971J747500003&DestLinkType=RelatedRecords&DestApp=WOS_CPL'}","[{'db': 'WOK', 'count': 6}]","{'doi': '10.1029/EO052i007p00500', 'issn': '0002-8606'}",{'authorKeywords': []}
WOS:A1971K570900004,CLIMATE CHANGE IN NORTH PACIFIC USING ICE-RAFTED DETRITUS AS A CLIMATIC INDICATOR,['Article'],['Article'],"{'sourceTitle': 'GEOLOGICAL SOCIETY OF AMERICA BULLETIN', 'publishYear': 1971, 'volume': '82', 'issue': '10', 'pages': {'range': '2741-&', 'begin': '2741', 'end': '&', 'count': 0}}","{'authors': [{'displayName': 'KENT, D', 'wosStandard': 'KENT, D', 'researcherId': 'CXI-5822-2022'}, {'displayName': 'OPDYKE, ND', 'wosStandard': 'OPDYKE, ND', 'researcherId': 'DKP-9998-2022'}, {'displayName': 'EWING, M', 'wosStandard': 'EWING, M', 'researcherId': 'CPA-8842-2022'}]}","{'record': 'https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=systematicreviewapplication&SrcAuth=WosAPI&KeyUT=WOS:A1971K570900004&DestLinkType=FullRecord&DestApp=WOS_CPL', 'references': 'https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=systematicreviewapplication&SrcAuth=WosAPI&KeyUT=WOS:A1971K570900004&DestLinkType=CitedReferences&DestApp=WOS', 'related': 'https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=systematicreviewapplication&SrcAuth=WosAPI&KeyUT=WOS:A1971K570900004&DestLinkType=RelatedRecords&DestApp=WOS_CPL'}","[{'db': 'WOK', 'count': 96}]","{'doi': '10.1130/0016-7606(1971)82[2741:CCITNP]2.0.CO;2', 'issn': '0016-7606'}",{'authorKeywords': []}
BCI:BCI197253009796,CONTRIBUTIONS TO THE QUATERNARY HISTORY OF THE NEW-ZEALAND FLORA PART 6 ARANUIAN POLLEN DIAGRAMS FROM CANTERBURY NELSON AND NORTH WESTLAND SOUTH ISLAND,['Article'],['Article'],"{'sourceTitle': 'New Zealand Journal of Botany', 'publishYear': 1971, 'volume': '9', 'issue': '1', 'pages': {'range': '80-145', 'begin': '80', 'end': '145', 'count': 66}}",{'authors': [{'displayName': 'MOAR N T'}]},{'record': 'https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=systematicreviewapplication&SrcAuth=WosAPI&KeyUT=BCI:BCI197253009796&DestLinkType=FullRecord&DestApp=BCI'},"[{'db': 'WOK', 'count': 86}]",{'issn': '0028-825X'},{'authorKeywords': []}
WOS:A1971L098200003,GLOBAL CLIMATE CHANGE AND IMPACT OF A MAXIMUM SEA LEVEL ON COASTAL SETTLEMENT,['Article'],['Article'],"{'sourceTitle': 'JOURNAL OF GEOGRAPHY', 'publishYear': 1971, 'volume': '70', 'issue': '9', 'pages': {'range': '541-550', 'begin': '541', 'end': '550', 'count': 10}}","{'authors': [{'displayName': 'KOPEC, RJ', 'wosStandard': 'KOPEC, RJ', 'researcherId': 'CYL-8032-2022'}]}","{'record': 'https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=systematicreviewapplication&SrcAuth=WosAPI&KeyUT=WOS:A1971L098200003&DestLinkType=FullRecord&DestApp=WOS_CPL', 'references': 'https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=systematicreviewapplication&SrcAuth=WosAPI&KeyUT=WOS:A1971L098200003&DestLinkType=CitedReferences&DestApp=WOS', 'related': 'https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=systematicreviewapplication&SrcAuth=WosAPI&KeyUT=WOS:A1971L098200003&DestLinkType=RelatedRecords&DestApp=WOS_CPL'}","[{'db': 'WOK', 'count': 10}]","{'doi': '10.1080/00221347108981908', 'issn': '0022-1341', 'eissn': '1752-6868'}",{'authorKeywords': []}
BCI:BCI197152124253,INVASION OF SUBALPINE MEADOWS BY TREES IN THE CASCADE RANGE WASHINGTON AND OREGON,['Article'],['Article'],"{'sourceTitle': 'Arctic and Alpine Research', 'publishYear': 1971, 'volume': '3', 'issue': '3', 'pages': {'range': '215-224', 'begin': '215', 'end': '224', 'count': 10}}","{'authors': [{'displayName': 'FRANKLIN J F'}, {'displayName': 'MOIR W H'}, {'displayName': 'DOUGLAS G W'}, {'displayName': 'WIBERG C'}]}",{'record': 'https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=systematicreviewapplication&SrcAuth=WosAPI&KeyUT=BCI:BCI197152124253&DestLinkType=FullRecord&DestApp=BCI'},"[{'db': 'WOK', 'count': 136}]","{'doi': '10.2307/1550194', 'issn': '0004-0851'}",{'authorKeywords': []}
WOS:A1971K091900011,POLLUTION AND WORLD - FUEL CHOICES IN 21ST CENTURY,['Article'],['Article'],"{'sourceTitle': 'EEI BULLETIN', 'publishYear': 1971, 'volume': '39', 'issue': '4', 'pages': {'range': '179-&', 'begin': '179', 'end': '&', 'count': 0}}","{'authors': [{'displayName': 'WILSON, CL', 'wosStandard': 'WILSON, CL', 'researcherId': 'EFO-7930-2022'}]}",{'record': 'https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=systematicreviewapplication&SrcAuth=WosAPI&KeyUT=WOS:A1971K091900011&DestLinkType=FullRecord&DestApp=WOS_CPL'},"[{'db': 'WOK', 'count': 1}]",{},{'authorKeywords': []}
WOS:A1971K227100004,CLIMATE CHANGE,['Letter'],['Letter'],"{'sourceTitle': 'SCIENCE', 'publishYear': 1971, 'volume': '173', 'issue': '4001', 'pages': {'range': '982-&', 'begin': '982', 'end': '&', 'count': 0}}","{'authors': [{'displayName': 'GAST, PF', 'wosStandard': 'GAST, PF', 'researcherId': 'EYO-9782-2022'}]}","{'record': 'https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=systematicreviewapplication&SrcAuth=WosAPI&KeyUT=WOS:A1971K227100004&DestLinkType=FullRecord&DestApp=WOS_CPL', 'references': 'https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=systematicreviewapplication&SrcAuth=WosAPI&KeyUT=WOS:A1971K227100004&DestLinkType=CitedReferences&DestApp=WOS', 'related': 'https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=systematicreviewapplication&SrcAuth=WosAPI&KeyUT=WOS:A1971K227100004&DestLinkType=RelatedRecords&DestApp=WOS_CPL'}","[{'db': 'WOK', 'count': 1}]","{'doi': '10.1126/science.173.4001.982-a', 'issn': '0036-8075', 'pmid': '17796569'}",{'authorKeywords': []}
BCI:BCI197355007219,ON THE VEGETATION OF THE HUNUA RANGES AUCKLAND NEW-ZEALAND,['Article'],['Article'],"{'sourceTitle': 'New Zealand Journal of Botany', 'publishYear': 1972, 'volume': '10', 'issue': '1', 'pages': {'range': '8-26', 'begin': '8', 'end': '26', 'count': 19}}",{'authors': [{'displayName': 'BARTON I L'}]},{'record': 'https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=systematicreviewapplication&SrcAuth=WosAPI&KeyUT=BCI:BCI197355007219&DestLinkType=FullRecord&DestApp=BCI'},"[{'db': 'WOK', 'count': 14}]",{'issn': '0028-825X'},{'authorKeywords': []}
WOS:A1972M481200010,VARIATIONS IN BASAL METABOLIC RATE RESPONSES TO CHANGES BETWEEN TROPICAL AND TEMPERATE CLIMATES,['Article'],['Article'],"{'sourceTitle': 'HUMAN BIOLOGY', 'publishYear': 1972, 'volume': '44', 'issue': '1', 'pages': {'range': '141-+', 'begin': '141', 'end': '+', 'count': 1}}","{'authors': [{'displayName': 'MASON, ED', 'wosStandard': 'MASON, ED', 'researcherId': 'DFM-7589-2022'}, {'displayName': 'JACOB, M', 'wosStandard': 'JACOB, M', 'researcherId': 'MJV-8116-2025'}]}","{'record': 'https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=systematicreviewapplication&SrcAuth=WosAPI&KeyUT=WOS:A1972M481200010&DestLinkType=FullRecord&DestApp=WOS_CPL', 'references': 'https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=systematicreviewapplication&SrcAuth=WosAPI&KeyUT=WOS:A1972M481200010&DestLinkType=CitedReferences&DestApp=WOS', 'related': 'https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=systematicreviewapplication&SrcAuth=WosAPI&KeyUT=WOS:A1972M481200010&DestLinkType=RelatedRecords&DestApp=WOS_CPL'}","[{'db': 'WOK', 'count': 21}]","{'issn': '0018-7143', 'eissn': '1534-6617', 'pmid': '5024017'}",{'authorKeywords': []}
WOS:A1973P101200089,MANKIND AS A FACTOR IN CLIMATE CHANGE,['Abstract'],['Meeting Abstract'],"{'sourceTitle': 'TRANSACTIONS-AMERICAN GEOPHYSICAL UNION', 'publishYear': 1973, 'volume': '54', 'issue': '4', 'pages': {'range': '223-223', 'begin': '223', 'end': '223', 'count': 1}}","{'authors': [{'displayName': 'KELLOGG, WW', 'wosStandard': 'KELLOGG, WW', 'researcherId': 'CWX-4646-2022'}]}",{'record': 'https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=systematicreviewapplication&SrcAuth=WosAPI&KeyUT=WOS:A1973P101200089&DestLinkType=FullRecord&DestApp=WOS_CPL'},"[{'db': 'WOK', 'count': 0}]",{'issn': '0002-8606'},{'authorKeywords': []}
WOS:A1973R586800021,"PLANETARY ALIGNMENTS, SOLAR-ACTIVITY AND CLIMATIC CHANGE",['Article'],['Article'],"{'sourceTitle': 'NATURE', 'publishYear': 1973, 'volume': '246', 'issue': '5434', 'pages': {'range': '453-454', 'begin': '453', 'end': '454', 'count': 2}}","{'authors': [{'displayName': 'GRIBBIN, J', 'wosStandard': 'GRIBBIN, J', 'researcherId': 'CUG-0202-2022'}]}","{'record': 'https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=systematicreviewapplication&SrcAuth=WosAPI&KeyUT=WOS:A1973R586800021&DestLinkType=FullRecord&DestApp=WOS_CPL', 'references': 'https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=systematicreviewapplication&SrcAuth=WosAPI&KeyUT=WOS:A1973R586800021&DestLinkType=CitedReferences&DestApp=WOS', 'related': 'https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=systematicreviewapplication&SrcAuth=WosAPI&KeyUT=WOS:A1973R586800021&DestLinkType=RelatedRecords&DestApp=WOS_CPL'}","[{'db': 'WOK', 'count': 23}]","{'doi': '10.1038/246453a0', 'issn': '0028-0836'}",{'authorKeywords': []}
WOS:A1974T738300006,EARTHS CLIMATE AS SEEN FROM SPACE,['Article'],['Article'],"{'sourceTitle': 'ACTA ASTRONAUTICA', 'publishYear': 1974, 'volume': '1', 'issue': '1-2', 'pages': {'range': '81-91', 'begin': '81', 'end': '91', 'count': 11}}","{'authors': [{'displayName': 'KELLOGG, WW', 'wosStandard': 'KELLOGG, WW', 'researcherId': 'CWX-4646-2022'}]}","{'record': 'https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=systematicreviewapplication&SrcAuth=WosAPI&KeyUT=WOS:A1974T738300006&DestLinkType=FullRecord&DestApp=WOS_CPL', 'references': 'https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=systematicreviewapplication&SrcAuth=WosAPI&KeyUT=WOS:A1974T738300006&DestLinkType=CitedReferences&DestApp=WOS', 'related': 'https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=systematicreviewapplication&SrcAuth=WosAPI&KeyUT=WOS:A1974T738300006&DestLinkType=RelatedRecords&DestApp=WOS_CPL'}","[{'db': 'WOK', 'count': 3}]","{'doi': '10.1016/0094-5765(74)90009-5', 'issn': '0094-5765'}",{'authorKeywords': []}
WOS:A1974S339800203,TIME-SPACE PATTERN OF CLIMATE CHANGE IN ATLANTIC-OCEAN,['Abstract'],['Meeting Abstract'],"{'sourceTitle': 'TRANSACTIONS-AMERICAN GEOPHYSICAL UNION', 'publishYear': 1974, 'volume': '55', 'issue': '4', 'pages': {'range': '258-258', 'begin': '258', 'end': '258', 'count': 1}}","{'authors': [{'displayName': 'RUDDIMAN, WF', 'wosStandard': 'RUDDIMAN, WF', 'researcherId': 'DNL-3665-2022'}]}",{'record': 'https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=systematicreviewapplication&SrcAuth=WosAPI&KeyUT=WOS:A1974S339800203&DestLinkType=FullRecord&DestApp=WOS_CPL'},"[{'db': 'WOK', 'count': 0}]",{'issn': '0002-8606'},{'authorKeywords': []}
WOS:A1974S957500024,CLIMATIC EFFECTS OF STRATOSPHERIC CHEMISTRY,['Article'],['Article'],"{'sourceTitle': 'CANADIAN JOURNAL OF CHEMISTRY', 'publishYear': 1974, 'volume': '52', 'issue': '8', 'pages': {'range': '1616-1624', 'begin': '1616', 'end': '1624', 'count': 9}}","{'authors': [{'displayName': 'DICKINSON, RE', 'wosStandard': 'DICKINSON, RE', 'researcherId': 'CNL-1213-2022'}]}","{'record': 'https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=systematicreviewapplication&SrcAuth=WosAPI&KeyUT=WOS:A1974S957500024&DestLinkType=FullRecord&DestApp=WOS_CPL', 'references': 'https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=systematicreviewapplication&SrcAuth=WosAPI&KeyUT=WOS:A1974S957500024&DestLinkType=CitedReferences&DestApp=WOS', 'related': 'https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=systematicreviewapplication&SrcAuth=WosAPI&KeyUT=WOS:A1974S957500024&DestLinkType=RelatedRecords&DestApp=WOS_CPL'}","[{'db': 'WOK', 'count': 11}]","{'doi': '10.1139/v74-234', 'issn': '0008-4042', 'eissn': '1480-3291'}",{'authorKeywords': []}
WOS:A1974T276700021,FOSSIL PLANTS AND COAL - PATTERNS OF CHANGE IN PENNSYLVANIAN COAL SWAMPS OF ILLINOIS BASIN,['Article'],['Article'],"{'sourceTitle': 'SCIENCE', 'publishYear': 1974, 'volume': '184', 'issue': '4144', 'pages': {'range': '1367-1369', 'begin': '1367', 'end': '1369', 'count': 3}}","{'authors': [{'displayName': 'PHILLIPS, TL', 'wosStandard': 'PHILLIPS, TL', 'researcherId': 'DOF-7409-2022'}, {'displayName': 'PEPPERS, RA', 'wosStandard': 'PEPPERS, RA', 'researcherId': 'DKW-3022-2022'}, {'displayName': 'AVCIN, MJ', 'wosStandard': 'AVCIN, MJ', 'researcherId': 'CBU-9302-2022'}, {'displayName': 'LAUGHNAN, PF', 'wosStandard': 'LAUGHNAN, PF', 'researcherId': 'FHE-1386-2022'}]}","{'record': 'https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=systematicreviewapplication&SrcAuth=WosAPI&KeyUT=WOS:A1974T276700021&DestLinkType=FullRecord&DestApp=WOS_CPL', 'references': 'https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=systematicreviewapplication&SrcAuth=WosAPI&KeyUT=WOS:A1974T276700021&DestLinkType=CitedReferences&DestApp=WOS', 'related': 'https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=systematicreviewapplication&SrcAuth=WosAPI&KeyUT=WOS:A1974T276700021&DestLinkType=RelatedRecords&DestApp=WOS_CPL'}","[{'db': 'WOK', 'count': 154}]","{'doi': '10.1126/science.184.4144.1367', 'issn': '0036-8075', 'pmid': '17810464'}",{'authorKeywords': []}
WOS:A1974V609400008,POSSIBILITIES OF REMOTE-SENSING TO DETERMINE PARAMETERS NEEDED FOR CLIMATE CHANGE STUDIES,['Article'],['Article'],"{'sourceTitle': 'ACTA ASTRONAUTICA', 'publishYear': 1974, 'volume': '1', 'issue': '11-1', 'pages': {'range': '1399-1413', 'begin': '1399', 'end': '1413', 'count': 15}}","{'authors': [{'displayName': 'BOLLE, HJ', 'wosStandard': 'BOLLE, HJ', 'researcherId': 'CFS-2572-2022'}]}","{'record': 'https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=systematicreviewapplication&SrcAuth=WosAPI&KeyUT=WOS:A1974V609400008&DestLinkType=FullRecord&DestApp=WOS_CPL', 'references': 'https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=systematicreviewapplication&SrcAuth=WosAPI&KeyUT=WOS:A1974V609400008&DestLinkType=CitedReferences&DestApp=WOS', 'related': 'https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=systematicreviewapplication&SrcAuth=WosAPI&KeyUT=WOS:A1974V609400008&DestLinkType=RelatedRecords&DestApp=WOS_CPL'}","[{'db': 'WOK', 'count': 1}]","{'doi': '10.1016/0094-5765(74)90083-6', 'issn': '0094-5765'}",{'authorKeywords': []}
WOS:A1974V370000003,DE-VENTIS OF THEOPHRASTUS - ITS CONTRIBUTIONS TO THEORY OF WINDS,['Article'],['Article'],"{'sourceTitle': 'BULLETIN OF THE AMERICAN METEOROLOGICAL SOCIETY', 'publishYear': 1974, 'volume': '55', 'issue': '12', 'pages': {'range': '1454-1462', 'begin': '1454', 'end': '1462', 'count': 9}}","{'authors': [{'displayName': 'COUTANT, V', 'wosStandard': 'COUTANT, V', 'researcherId': 'CLF-5458-2022'}, {'displayName': 'EICHENLAUB, V', 'wosStandard': 'EICHENLAUB, V', 'researcherId': 'CNW-9426-2022'}]}","{'record': 'https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=systematicreviewapplication&SrcAuth=WosAPI&KeyUT=WOS:A1974V370000003&DestLinkType=FullRecord&DestApp=WOS_CPL', 'references': 'https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=systematicreviewapplication&SrcAuth=WosAPI&KeyUT=WOS:A1974V370000003&DestLinkType=CitedReferences&DestApp=WOS', 'related': 'https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=systematicreviewapplication&SrcAuth=WosAPI&KeyUT=WOS:A1974V370000003&DestLinkType=RelatedRecords&DestApp=WOS_CPL'}","[{'db': 'WOK', 'count': 1}]","{'doi': '10.1175/1520-0477(1974)055<1454:TDOTIC>2.0.CO;2', 'issn': '0003-0007'}",{'authorKeywords': []}
BCI:BCI197612056312,A CONCEPT OF EQUISETALES PHYLOGENY A SHORT REPORT,['Article'],['Article'],"{'sourceTitle': 'Courier Forschungsinstitut Senckenberg', 'publishYear': 1975, 'volume': '13', 'pages': {'range': '140-143', 'begin': '140', 'end': '143', 'count': 4}}",{'authors': [{'displayName': 'LEISTIKOW K U'}]},{'record': 'https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=systematicreviewapplication&SrcAuth=WosAPI&KeyUT=BCI:BCI197612056312&DestLinkType=FullRecord&DestApp=BCI'},"[{'db': 'WOK', 'count': 2}]",{'issn': '0341-4116'},{'authorKeywords': []}
WOS:A1975AH08700001,GLOBAL CLIMATE CHANGE - INVESTIGATION OF ATMOSPHERIC FEEDBACK MECHANISMS,['Article'],['Article'],"{'sourceTitle': 'TELLUS', 'publishYear': 1975, 'volume': '27', 'issue': '3', 'pages': {'range': '193-198', 'begin': '193', 'end': '198', 'count': 6}}","{'authors': [{'displayName': 'CESS, RD', 'wosStandard': 'CESS, RD', 'researcherId': 'ERY-9285-2022'}]}","{'record': 'https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=systematicreviewapplication&SrcAuth=WosAPI&KeyUT=WOS:A1975AH08700001&DestLinkType=FullRecord&DestApp=WOS_CPL', 'references': 'https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=systematicreviewapplication&SrcAuth=WosAPI&KeyUT=WOS:A1975AH08700001&DestLinkType=CitedReferences&DestApp=WOS', 'related': 'https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=systematicreviewapplication&SrcAuth=WosAPI&KeyUT=WOS:A1975AH08700001&DestLinkType=RelatedRecords&DestApp=WOS_CPL'}","[{'db': 'WOK', 'count': 61}]",{'issn': '0040-2826'},{'authorKeywords': []}
WOS:A1975AA50200007,"WEATHER VARIABILITY, CLIMATIC CHANGE, AND GRAIN PRODUCTION",['Editorial material'],['Editorial Material'],"{'sourceTitle': 'SCIENCE', 'publishYear': 1975, 'volume': '188', 'issue': '4188', 'pages': {'range': '535-541', 'begin': '535', 'end': '541', 'count': 7}}","{'authors': [{'displayName': 'THOMPSON, LM', 'wosStandard': 'THOMPSON, LM', 'researcherId': 'ECH-9644-2022'}]}","{'record': 'https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=systematicreviewapplication&SrcAuth=WosAPI&KeyUT=WOS:A1975AA50200007&DestLinkType=FullRecord&DestApp=WOS_CPL', 'references': 'https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=systematicreviewapplication&SrcAuth=WosAPI&KeyUT=WOS:A1975AA50200007&DestLinkType=CitedReferences&DestApp=WOS', 'related': 'https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=systematicreviewapplication&SrcAuth=WosAPI&KeyUT=WOS:A1975AA50200007&DestLinkType=RelatedRecords&DestApp=WOS_CPL'}","[{'db': 'WOK', 'count': 158}]","{'doi': '10.1126/science.188.4188.535', 'issn': '0036-8075', 'pmid': '17740005'}",{'authorKeywords': []}
WOS:A1975AP06000003,STRATOSPHERIC AEROSOL-PARTICLES AND THEIR OPTICAL-PROPERTIES,['Review'],['Review'],"{'sourceTitle': 'REVIEWS OF GEOPHYSICS', 'publishYear': 1975, 'volume': '13', 'issue': '4', 'pages': {'range': '475-501', 'begin': '475', 'end': '501', 'count': 27}}","{'authors': [{'displayName': 'CADLE, RD', 'wosStandard': 'CADLE, RD', 'researcherId': 'EOY-6009-2022'}, {'displayName': 'GRAMS, GW', 'wosStandard': 'GRAMS, GW', 'researcherId': 'HYR-3972-2023'}]}","{'record': 'https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=systematicreviewapplication&SrcAuth=WosAPI&KeyUT=WOS:A1975AP06000003&DestLinkType=FullRecord&DestApp=WOS_CPL', 'references': 'https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=systematicreviewapplication&SrcAuth=WosAPI&KeyUT=WOS:A1975AP06000003&DestLinkType=CitedReferences&DestApp=WOS', 'related': 'https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=systematicreviewapplication&SrcAuth=WosAPI&KeyUT=WOS:A1975AP06000003&DestLinkType=RelatedRecords&DestApp=WOS_CPL'}","[{'db': 'WOK', 'count': 81}]","{'doi': '10.1029/RG013i004p00475', 'issn': '8755-1209', 'eissn': '1944-9208'}",{'authorKeywords': []}
WOS:A1975AQ30000007,APPLICATION OF SOIL DUST OPTICAL-PROPERTIES IN ANALYTICAL MODELS OF CLIMATE CHANGE,['Article'],['Article'],"{'sourceTitle': 'JOURNAL OF APPLIED METEOROLOGY', 'publishYear': 1975, 'volume': '14', 'issue': '6', 'pages': {'range': '1037-1043', 'begin': '1037', 'end': '1043', 'count': 7}}","{'authors': [{'displayName': 'RUSSELL, PB', 'wosStandard': 'RUSSELL, PB', 'researcherId': 'DPW-1476-2022'}, {'displayName': 'GRAMS, GW', 'wosStandard': 'GRAMS, GW', 'researcherId': 'EYF-9847-2022'}]}","{'record': 'https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=systematicreviewapplication&SrcAuth=WosAPI&KeyUT=WOS:A1975AQ30000007&DestLinkType=FullRecord&DestApp=WOS_CPL', 'references': 'https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=systematicreviewapplication&SrcAuth=WosAPI&KeyUT=WOS:A1975AQ30000007&DestLinkType=CitedReferences&DestApp=WOS', 'related': 'https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=systematicreviewapplication&SrcAuth=WosAPI&KeyUT=WOS:A1975AQ30000007&DestLinkType=RelatedRecords&DestApp=WOS_CPL'}","[{'db': 'WOK', 'count': 21}]","{'doi': '10.1175/1520-0450(1975)014<1037:AOSDOP>2.0.CO;2', 'issn': '0894-8763'}",{'authorKeywords': []}
